Date,Price,Open,High,Low,Volume,Change %,Country
"Jun 08, 2020","5,175.52","5,159.30","5,213.67","5,137.20",152.91M,-0.43%,France
"Jun 05, 2020","5,197.79","5,060.92","5,199.65","5,060.92",186.84M,3.71%,France
"Jun 04, 2020","5,011.98","4,994.18","5,052.75","4,966.82",138.79M,-0.21%,France
"Jun 03, 2020","5,022.38","4,911.45","5,026.45","4,909.99",160.11M,3.36%,France
"Jun 02, 2020","4,858.97","4,799.88","4,880.15","4,795.28",126.84M,2.02%,France
"Jun 01, 2020","4,762.78","4,776.72","4,782.03","4,721.63",75.98M,1.43%,France
"May 29, 2020","4,695.44","4,733.98","4,768.85","4,695.36",167.18M,-1.59%,France
"May 28, 2020","4,771.39","4,718.11","4,784.09","4,701.52",127.44M,1.76%,France
"May 27, 2020","4,688.74","4,621.77","4,711.99","4,614.41",177.96M,1.79%,France
"May 26, 2020","4,606.24","4,588.30","4,619.84","4,573.89",140.17M,1.46%,France
"May 25, 2020","4,539.91","4,482.54","4,539.91","4,451.56",65.97M,2.15%,France
"May 22, 2020","4,444.56","4,381.82","4,475.35","4,368.80",99.19M,-0.02%,France
"May 21, 2020","4,445.45","4,443.92","4,498.08","4,429.27",88.24M,-1.15%,France
"May 20, 2020","4,496.98","4,434.62","4,499.79","4,396.20",107.24M,0.87%,France
"May 19, 2020","4,458.16","4,536.07","4,536.07","4,421.11",138.77M,-0.89%,France
"May 18, 2020","4,498.34","4,361.03","4,508.95","4,354.73",119.51M,5.16%,France
"May 15, 2020","4,277.63","4,314.97","4,335.77","4,255.19",111.24M,0.11%,France
"May 14, 2020","4,273.13","4,294.01","4,313.26","4,194.58",127.63M,-1.65%,France
"May 13, 2020","4,344.95","4,420.50","4,422.74","4,336.56",103.29M,-2.85%,France
"May 12, 2020","4,472.50","4,473.43","4,499.39","4,453.65",99.27M,-0.39%,France
"May 11, 2020","4,490.22","4,561.19","4,569.76","4,460.24",83.49M,-1.31%,France
"May 08, 2020","4,549.64","4,538.09","4,560.19","4,519.59",49.41M,1.07%,France
"May 07, 2020","4,501.44","4,456.44","4,503.94","4,440.98",78.23M,1.54%,France
"May 06, 2020","4,433.38","4,484.16","4,484.16","4,425.78",83.24M,-1.11%,France
"May 05, 2020","4,483.13","4,455.74","4,492.52","4,419.95",93.37M,2.40%,France
"May 04, 2020","4,378.23","4,413.14","4,427.74","4,362.13",124.81M,-4.24%,France
"Apr 30, 2020","4,572.18","4,693.28","4,719.74","4,554.91",141.61M,-2.12%,France
"Apr 29, 2020","4,671.11","4,566.29","4,678.93","4,552.81",111.69M,2.22%,France
"Apr 28, 2020","4,569.79","4,507.42","4,601.94","4,493.51",104.39M,1.43%,France
"Apr 27, 2020","4,505.26","4,479.86","4,505.26","4,448.05",75.90M,2.55%,France
"Apr 24, 2020","4,393.32","4,387.03","4,448.73","4,366.09",81.30M,-1.30%,France
"Apr 23, 2020","4,451.00","4,450.19","4,495.90","4,395.75",90.08M,0.89%,France
"Apr 22, 2020","4,411.80","4,382.20","4,417.57","4,361.44",84.20M,1.25%,France
"Apr 21, 2020","4,357.46","4,467.49","4,477.31","4,357.46",98.90M,-3.77%,France
"Apr 20, 2020","4,528.30","4,531.34","4,531.34","4,426.24",79.83M,0.65%,France
"Apr 17, 2020","4,499.01","4,470.92","4,550.78","4,464.09",134.39M,3.42%,France
"Apr 16, 2020","4,350.16","4,402.38","4,418.65","4,318.90",107.75M,-0.08%,France
"Apr 15, 2020","4,353.72","4,511.87","4,525.50","4,335.59",119.36M,-3.76%,France
"Apr 14, 2020","4,523.91","4,553.55","4,577.84","4,497.56",104.76M,0.38%,France
"Apr 09, 2020","4,506.85","4,512.30","4,543.69","4,409.04",126.59M,1.44%,France
"Apr 08, 2020","4,442.75","4,397.36","4,442.75","4,333.09",96.26M,0.10%,France
"Apr 07, 2020","4,438.27","4,489.40","4,527.60","4,379.27",146.54M,2.12%,France
"Apr 06, 2020","4,346.14","4,298.50","4,353.21","4,268.52",141.47M,4.61%,France
"Apr 03, 2020","4,154.58","4,204.81","4,214.59","4,142.28",124.04M,-1.57%,France
"Apr 02, 2020","4,220.96","4,243.84","4,265.56","4,143.16",135.20M,0.33%,France
"Apr 01, 2020","4,207.24","4,259.94","4,266.69","4,186.45",141.86M,-4.30%,France
"Mar 31, 2020","4,396.12","4,437.78","4,468.52","4,309.72",151.40M,0.40%,France
"Mar 30, 2020","4,378.51","4,362.09","4,379.15","4,216.41",119.40M,0.62%,France
"Mar 27, 2020","4,351.49","4,433.95","4,471.37","4,288.66",144.02M,-4.23%,France
"Mar 26, 2020","4,543.58","4,332.79","4,543.58","4,296.06",150.66M,2.51%,France
"Mar 25, 2020","4,432.30","4,339.71","4,453.01","4,221.32",176.94M,4.47%,France
"Mar 24, 2020","4,242.70","4,087.61","4,242.70","4,038.06",185.44M,8.39%,France
"Mar 23, 2020","3,914.31","3,869.01","4,097.82","3,851.17",195.85M,-3.32%,France
"Mar 20, 2020","4,048.80","4,066.79","4,109.11","3,984.30",271.87M,5.01%,France
"Mar 19, 2020","3,855.50","3,833.99","3,909.15","3,691.08",199.53M,2.68%,France
"Mar 18, 2020","3,754.84","3,905.53","3,908.72","3,726.45",214.27M,-5.94%,France
"Mar 17, 2020","3,991.78","4,041.33","4,042.46","3,759.00",225.79M,2.84%,France
"Mar 16, 2020","3,881.46","3,886.82","3,962.01","3,632.06",311.60M,-5.75%,France
"Mar 13, 2020","4,118.36","4,234.37","4,438.51","4,055.19",326.46M,1.83%,France
"Mar 12, 2020","4,044.26","4,374.67","4,404.26","4,025.89",371.40M,-12.28%,France
"Mar 11, 2020","4,610.25","4,716.22","4,766.00","4,603.05",206.90M,-0.57%,France
"Mar 10, 2020","4,636.61","4,770.62","4,924.84","4,615.16",280.31M,-1.51%,France
"Mar 09, 2020","4,707.91","4,845.27","4,863.34","4,691.20",329.16M,-8.39%,France
"Mar 06, 2020","5,139.11","5,253.82","5,284.08","5,117.57",198.43M,-4.14%,France
"Mar 05, 2020","5,361.10","5,490.52","5,494.16","5,329.24",155.48M,-1.90%,France
"Mar 04, 2020","5,464.89","5,400.43","5,493.25","5,357.35",152.46M,1.33%,France
"Mar 03, 2020","5,393.17","5,408.15","5,509.28","5,371.66",186.27M,1.12%,France
"Mar 02, 2020","5,333.52","5,416.02","5,430.05","5,197.57",201.84M,0.44%,France
"Feb 28, 2020","5,309.90","5,310.82","5,376.05","5,229.56",268.47M,-3.38%,France
"Feb 27, 2020","5,495.60","5,571.72","5,613.72","5,421.31",216.33M,-3.32%,France
"Feb 26, 2020","5,684.55","5,646.14","5,707.31","5,526.14",161.98M,0.09%,France
"Feb 25, 2020","5,679.68","5,825.37","5,828.46","5,670.71",143.62M,-1.94%,France
"Feb 24, 2020","5,791.87","5,875.86","5,884.86","5,765.17",175.27M,-3.94%,France
"Feb 21, 2020","6,029.72","6,035.03","6,067.29","5,995.14",97.33M,-0.54%,France
"Feb 20, 2020","6,062.30","6,105.17","6,110.95","6,062.30",91.06M,-0.80%,France
"Feb 19, 2020","6,111.24","6,086.11","6,111.41","6,072.66",80.16M,0.90%,France
"Feb 18, 2020","6,056.82","6,042.38","6,079.50","6,039.94",89.93M,-0.48%,France
"Feb 17, 2020","6,085.95","6,079.53","6,088.60","6,064.92",58.00M,0.27%,France
"Feb 14, 2020","6,069.35","6,096.07","6,096.07","6,067.14",77.99M,-0.39%,France
"Feb 13, 2020","6,093.14","6,076.92","6,098.26","6,028.28",92.67M,-0.19%,France
"Feb 12, 2020","6,104.73","6,064.25","6,104.73","6,062.97",92.68M,0.83%,France
"Feb 11, 2020","6,054.76","6,047.96","6,060.97","6,032.79",81.57M,0.65%,France
"Feb 10, 2020","6,015.67","6,008.48","6,018.31","5,993.91",65.70M,-0.23%,France
"Feb 07, 2020","6,029.75","6,027.54","6,044.97","5,999.95",82.35M,-0.14%,France
"Feb 06, 2020","6,038.18","6,045.04","6,050.94","6,008.55",106.15M,0.88%,France
"Feb 05, 2020","5,985.40","5,919.06","6,004.33","5,912.49",107.84M,0.85%,France
"Feb 04, 2020","5,935.05","5,863.36","5,935.05","5,862.82",85.60M,1.76%,France
"Feb 03, 2020","5,832.51","5,822.04","5,857.40","5,804.14",75.68M,0.45%,France
"Jan 31, 2020","5,806.34","5,891.71","5,894.69","5,799.04",101.86M,-1.11%,France
"Jan 30, 2020","5,871.77","5,886.02","5,904.08","5,846.45",89.99M,-1.40%,France
"Jan 29, 2020","5,954.89","5,921.97","5,969.73","5,916.23",74.11M,0.49%,France
"Jan 28, 2020","5,925.82","5,886.81","5,933.72","5,857.23",84.49M,1.07%,France
"Jan 27, 2020","5,863.02","5,924.06","5,942.83","5,851.00",104.04M,-2.68%,France
"Jan 24, 2020","6,024.26","6,019.60","6,064.55","6,016.77",82.33M,0.88%,France
"Jan 23, 2020","5,971.79","5,992.47","6,024.32","5,961.87",90.04M,-0.65%,France
"Jan 22, 2020","6,010.98","6,053.85","6,069.26","6,005.77",69.41M,-0.58%,France
"Jan 21, 2020","6,045.99","6,034.24","6,045.99","5,994.17",63.92M,-0.54%,France
"Jan 20, 2020","6,078.54","6,092.97","6,094.09","6,071.17",41.27M,-0.36%,France
"Jan 17, 2020","6,100.72","6,066.29","6,109.81","6,066.29",79.32M,1.02%,France
"Jan 16, 2020","6,039.03","6,039.62","6,058.97","6,021.03",76.03M,0.11%,France
"Jan 15, 2020","6,032.61","6,042.72","6,053.01","6,011.28",79.85M,-0.14%,France
"Jan 14, 2020","6,040.89","6,037.45","6,046.12","5,980.05",75.44M,0.08%,France
"Jan 13, 2020","6,036.14","6,040.91","6,058.69","6,018.33",65.19M,-0.02%,France
"Jan 10, 2020","6,037.11","6,056.74","6,057.83","6,028.29",64.39M,-0.09%,France
"Jan 09, 2020","6,042.55","6,066.75","6,071.66","6,034.15",67.96M,0.19%,France
"Jan 08, 2020","6,031.00","5,986.81","6,031.00","5,972.77",71.43M,0.31%,France
"Jan 07, 2020","6,012.35","6,033.22","6,065.74","6,000.00",69.59M,-0.02%,France
"Jan 06, 2020","6,013.59","6,001.21","6,017.97","5,955.25",69.06M,-0.51%,France
"Jan 03, 2020","6,044.16","6,007.96","6,044.16","5,994.59",60.49M,0.04%,France
"Jan 02, 2020","6,041.50","6,016.61","6,062.92","6,011.21",63.96M,1.06%,France
"Nov 18, 2020","13,201.89","13,086.43","13,213.63","13,074.67",67.64M,0.52%,Germany
"Nov 17, 2020","13,133.47","13,130.54","13,151.02","13,050.41",68.59M,-0.04%,Germany
"Nov 16, 2020","13,138.61","13,170.52","13,277.45","13,081.11",85.19M,0.47%,Germany
"Nov 13, 2020","13,076.72","13,036.97","13,145.48","13,004.82",79.17M,0.18%,Germany
"Nov 12, 2020","13,052.95","13,073.48","13,168.09","13,022.28",82.37M,-1.24%,Germany
"Nov 11, 2020","13,216.18","13,205.95","13,244.32","13,138.76",95.53M,0.40%,Germany
"Nov 10, 2020","13,163.11","13,109.77","13,237.59","13,018.43",142.55M,0.51%,Germany
"Nov 09, 2020","13,095.97","12,713.19","13,297.05","12,670.58",189.27M,4.94%,Germany
"Nov 06, 2020","12,480.02","12,531.74","12,595.87","12,370.08",80.48M,-0.70%,Germany
"Nov 05, 2020","12,568.09","12,420.88","12,591.30","12,398.59",87.08M,1.98%,Germany
"Nov 04, 2020","12,324.22","11,896.11","12,329.96","11,848.21",105.44M,1.95%,Germany
"Nov 03, 2020","12,088.98","11,858.81","12,088.98","11,851.03",86.77M,2.59%,Germany
"Nov 02, 2020","11,784.10","11,644.15","11,833.55","11,546.20",-,1.97%,Germany
"Oct 30, 2020","11,556.48","11,472.61","11,614.13","11,450.08",85.60M,-0.36%,Germany
"Oct 29, 2020","11,598.07","11,631.07","11,707.43","11,458.56",104.96M,0.32%,Germany
"Oct 28, 2020","11,560.51","11,848.31","11,852.02","11,457.12",137.19M,-4.17%,Germany
"Oct 27, 2020","12,063.57","12,206.42","12,223.60","12,034.80",87.41M,-0.93%,Germany
"Oct 26, 2020","12,177.18","12,303.41","12,404.51","12,174.22",81.60M,-3.71%,Germany
"Oct 23, 2020","12,645.75","12,517.98","12,718.27","12,514.99",55.67M,0.82%,Germany
"Oct 22, 2020","12,543.06","12,429.41","12,583.02","12,345.45",59.74M,-0.12%,Germany
"Oct 21, 2020","12,557.64","12,764.45","12,765.05","12,545.59",62.62M,-1.41%,Germany
"Oct 20, 2020","12,736.95","12,819.15","12,850.29","12,725.45",61.47M,-0.92%,Germany
"Oct 19, 2020","12,854.66","12,948.63","13,028.73","12,820.26",48.58M,-0.42%,Germany
"Oct 16, 2020","12,908.99","12,773.35","12,955.86","12,733.06",76.57M,1.62%,Germany
"Oct 15, 2020","12,703.75","12,826.13","12,839.55","12,599.82",78.93M,-2.49%,Germany
"Oct 14, 2020","13,028.06","13,012.69","13,066.44","12,975.12",52.93M,0.07%,Germany
"Oct 13, 2020","13,018.99","13,132.90","13,132.90","12,959.70",52.84M,-0.91%,Germany
"Oct 12, 2020","13,138.41","13,086.06","13,151.80","13,058.34",48.91M,0.67%,Germany
"Oct 09, 2020","13,051.23","13,070.04","13,096.44","13,009.98",58.95M,0.07%,Germany
"Oct 08, 2020","13,042.21","13,011.23","13,100.85","12,956.64",64.01M,0.88%,Germany
"Oct 07, 2020","12,928.57","12,901.29","12,959.02","12,837.11",65.53M,0.17%,Germany
"Oct 06, 2020","12,906.02","12,858.97","12,966.09","12,779.65",60.57M,0.61%,Germany
"Oct 05, 2020","12,828.31","12,824.05","12,842.48","12,727.75",56.73M,1.10%,Germany
"Oct 02, 2020","12,689.04","12,558.78","12,690.25","12,539.86",67.30M,-0.33%,Germany
"Oct 01, 2020","12,730.77","12,812.08","12,836.65","12,671.23",87.11M,-0.23%,Germany
"Sep 30, 2020","12,760.73","12,754.77","12,869.96","12,698.42",70.30M,-0.51%,Germany
"Sep 29, 2020","12,825.82","12,817.79","12,859.14","12,738.30",49.84M,-0.35%,Germany
"Sep 28, 2020","12,870.87","12,673.73","12,873.40","12,660.15",72.43M,3.22%,Germany
"Sep 25, 2020","12,469.20","12,615.91","12,622.77","12,341.58",66.13M,-1.09%,Germany
"Sep 24, 2020","12,606.57","12,520.47","12,684.80","12,512.50",61.27M,-0.29%,Germany
"Sep 23, 2020","12,642.97","12,737.32","12,830.70","12,642.97",60.24M,0.39%,Germany
"Sep 22, 2020","12,594.39","12,629.71","12,698.12","12,592.97",69.46M,0.41%,Germany
"Sep 21, 2020","12,542.44","12,998.90","12,998.90","12,505.16",119.64M,-4.37%,Germany
"Sep 18, 2020","13,116.25","13,210.86","13,263.44","13,116.25",185.86M,-0.70%,Germany
"Sep 17, 2020","13,208.12","13,060.18","13,245.87","13,035.94",55.91M,-0.36%,Germany
"Sep 16, 2020","13,255.37","13,224.16","13,277.23","13,181.56",62.42M,0.29%,Germany
"Sep 15, 2020","13,217.67","13,220.81","13,262.81","13,138.20",60.48M,0.18%,Germany
"Sep 14, 2020","13,193.66","13,329.61","13,339.14","13,159.72",49.24M,-0.07%,Germany
"Sep 11, 2020","13,202.84","13,198.74","13,255.47","13,117.46",57.03M,-0.05%,Germany
"Sep 10, 2020","13,208.89","13,265.51","13,297.71","13,161.93",56.81M,-0.21%,Germany
"Sep 09, 2020","13,237.21","12,990.52","13,257.54","12,973.46",73.66M,2.07%,Germany
"Sep 08, 2020","12,968.33","13,126.23","13,147.52","12,856.55",72.30M,-1.01%,Germany
"Sep 07, 2020","13,100.28","12,931.40","13,117.61","12,920.92",54.82M,2.01%,Germany
"Sep 04, 2020","12,842.66","12,916.12","13,127.08","12,753.69",94.28M,-1.65%,Germany
"Sep 03, 2020","13,057.77","13,354.72","13,460.46","13,004.83",81.70M,-1.40%,Germany
"Sep 02, 2020","13,243.43","13,071.66","13,303.17","13,062.17",80.77M,2.07%,Germany
"Sep 01, 2020","12,974.25","13,037.20","13,127.28","12,850.30",63.05M,0.22%,Germany
"Aug 31, 2020","12,945.38","13,103.93","13,148.19","12,923.76",59.56M,-0.67%,Germany
"Aug 28, 2020","13,033.20","13,140.60","13,147.24","12,951.26",63.77M,-0.48%,Germany
"Aug 27, 2020","13,096.36","13,206.58","13,218.05","13,087.37",53.03M,-0.71%,Germany
"Aug 26, 2020","13,190.15","13,041.83","13,192.32","13,010.53",46.70M,0.98%,Germany
"Aug 25, 2020","13,061.62","13,136.77","13,221.82","13,060.87",55.97M,-0.04%,Germany
"Aug 24, 2020","13,066.54","12,945.97","13,104.31","12,924.70",64.18M,2.36%,Germany
"Aug 21, 2020","12,764.80","12,879.45","12,911.27","12,633.71",72.00M,-0.51%,Germany
"Aug 20, 2020","12,830.00","12,829.39","12,891.14","12,755.52",54.74M,-1.14%,Germany
"Aug 19, 2020","12,977.33","12,838.63","12,980.70","12,833.80",52.63M,0.74%,Germany
"Aug 18, 2020","12,881.76","12,836.87","13,052.84","12,807.00",56.72M,-0.30%,Germany
"Aug 17, 2020","12,920.66","12,924.88","12,960.84","12,847.85",44.40M,0.15%,Germany
"Aug 14, 2020","12,901.34","12,965.22","12,971.08","12,797.52",54.99M,-0.71%,Germany
"Aug 13, 2020","12,993.71","13,044.47","13,075.25","12,956.30",60.06M,-0.50%,Germany
"Aug 12, 2020","13,058.63","12,917.34","13,101.12","12,879.11",62.44M,0.86%,Germany
"Aug 11, 2020","12,946.89","12,806.97","13,046.13","12,802.06",77.57M,2.04%,Germany
"Aug 10, 2020","12,687.53","12,729.10","12,753.12","12,605.82",49.57M,0.10%,Germany
"Aug 07, 2020","12,674.88","12,634.79","12,691.66","12,517.44",57.75M,0.66%,Germany
"Aug 06, 2020","12,591.68","12,664.55","12,799.21","12,519.85",67.70M,-0.54%,Germany
"Aug 05, 2020","12,660.25","12,667.12","12,757.03","12,632.99",67.96M,0.47%,Germany
"Aug 04, 2020","12,600.87","12,744.13","12,768.58","12,528.07",65.61M,-0.36%,Germany
"Aug 03, 2020","12,646.98","12,374.46","12,698.56","12,365.61",73.27M,2.71%,Germany
"Jul 31, 2020","12,313.36","12,403.10","12,524.75","12,313.36",81.41M,-0.54%,Germany
"Jul 30, 2020","12,379.65","12,762.12","12,768.71","12,253.92",103.74M,-3.45%,Germany
"Jul 29, 2020","12,822.26","12,819.63","12,864.39","12,789.97",70.23M,-0.10%,Germany
"Jul 28, 2020","12,835.28","12,886.23","12,936.01","12,746.46",58.13M,-0.03%,Germany
"Jul 27, 2020","12,838.66","12,865.75","12,908.66","12,811.44",60.60M,0.00%,Germany
"Jul 24, 2020","12,838.06","12,919.31","12,935.50","12,812.02",63.78M,-2.02%,Germany
"Jul 23, 2020","13,103.39","13,183.50","13,217.73","13,072.82",64.54M,-0.01%,Germany
"Jul 22, 2020","13,104.25","13,165.29","13,197.92","13,067.06",68.19M,-0.51%,Germany
"Jul 21, 2020","13,171.83","13,194.93","13,313.90","13,147.30",92.17M,0.96%,Germany
"Jul 20, 2020","13,046.92","12,898.11","13,063.69","12,811.72",59.66M,0.99%,Germany
"Jul 17, 2020","12,919.61","12,915.27","12,954.25","12,870.27",75.18M,0.35%,Germany
"Jul 16, 2020","12,874.97","12,857.30","12,919.23","12,805.47",68.01M,-0.43%,Germany
"Jul 15, 2020","12,930.98","12,812.11","12,999.84","12,773.44",78.62M,1.84%,Germany
"Jul 14, 2020","12,697.36","12,642.23","12,697.91","12,535.90",76.74M,-0.80%,Germany
"Jul 13, 2020","12,799.97","12,817.19","12,836.41","12,688.94",72.52M,1.32%,Germany
"Jul 10, 2020","12,633.71","12,442.22","12,649.99","12,416.69",72.73M,1.15%,Germany
"Jul 09, 2020","12,489.46","12,639.17","12,709.68","12,459.16",76.14M,-0.04%,Germany
"Jul 08, 2020","12,494.81","12,542.58","12,670.19","12,463.22",74.36M,-0.97%,Germany
"Jul 07, 2020","12,616.80","12,660.09","12,661.12","12,525.18",78.79M,-0.92%,Germany
"Jul 06, 2020","12,733.45","12,774.77","12,842.59","12,655.21",78.19M,1.64%,Germany
"Jul 03, 2020","12,528.18","12,644.60","12,649.98","12,476.13",54.01M,-0.64%,Germany
"Jul 02, 2020","12,608.46","12,378.80","12,658.17","12,370.72",103.86M,2.84%,Germany
"Jul 01, 2020","12,260.57","12,391.72","12,391.72","12,095.11",81.13M,-0.41%,Germany
"Jun 30, 2020","12,310.93","12,287.94","12,350.35","12,188.09",124.63M,0.64%,Germany
"Jun 29, 2020","12,232.12","12,090.41","12,297.68","12,045.26",121.31M,1.18%,Germany
"Jun 26, 2020","12,089.39","12,308.48","12,347.45","12,060.89",111.97M,-0.73%,Germany
"Jun 25, 2020","12,177.87","12,102.25","12,236.46","11,957.31",128.25M,0.69%,Germany
"Jun 24, 2020","12,093.94","12,459.81","12,489.24","12,093.94",102.78M,-3.43%,Germany
"Jun 23, 2020","12,523.76","12,360.09","12,616.12","12,332.10",113.42M,2.13%,Germany
"Jun 22, 2020","12,262.97","12,194.48","12,399.37","12,172.12",91.98M,-0.55%,Germany
"Jun 19, 2020","12,330.76","12,375.18","12,447.15","12,319.19",227.98M,0.40%,Germany
"Jun 18, 2020","12,281.53","12,347.49","12,483.84","12,189.67",154.82M,-0.81%,Germany
"Jun 17, 2020","12,382.14","12,312.44","12,432.23","12,288.17",102.04M,0.54%,Germany
"Jun 16, 2020","12,315.66","12,168.37","12,434.27","12,132.80",122.78M,3.39%,Germany
"Jun 15, 2020","11,911.35","11,661.36","11,968.06","11,597.82",99.88M,-0.32%,Germany
"Jun 12, 2020","11,949.28","11,876.34","12,172.63","11,828.66",118.02M,-0.18%,Germany
"Jun 11, 2020","11,970.29","12,223.42","12,301.95","11,970.29",133.28M,-4.47%,Germany
"Jun 10, 2020","12,530.16","12,719.15","12,763.89","12,471.06",112.49M,-0.70%,Germany
"Jun 09, 2020","12,617.99","12,859.83","12,864.91","12,502.45",145.98M,-1.57%,Germany
"Jun 08, 2020","12,819.59","12,722.68","12,913.13","12,670.95",140.37M,-0.22%,Germany
"Jun 05, 2020","12,847.68","12,565.16","12,858.79","12,560.19",168.93M,3.36%,Germany
"Jun 04, 2020","12,430.56","12,390.03","12,558.24","12,326.44",138.86M,-0.45%,Germany
"Jun 03, 2020","12,487.36","12,147.12","12,507.41","12,133.70",152.04M,3.88%,Germany
"Jun 02, 2020","12,021.28","11,896.70","12,055.57","11,850.34",143.10M,3.75%,Germany
"May 29, 2020","11,586.85","11,649.37","11,729.98","11,575.74",170.60M,-1.65%,Germany
"May 28, 2020","11,781.13","11,746.78","11,813.14","11,654.83",124.13M,1.06%,Germany
"May 27, 2020","11,657.69","11,530.20","11,747.20","11,519.77",168.97M,1.33%,Germany
"May 26, 2020","11,504.65","11,488.99","11,544.35","11,429.88",124.58M,1.00%,Germany
"May 25, 2020","11,391.28","11,186.04","11,391.28","11,118.12",72.13M,2.87%,Germany
"May 22, 2020","11,073.87","10,896.28","11,138.15","10,867.17",86.15M,0.07%,Germany
"May 21, 2020","11,065.93","11,088.12","11,194.92","11,036.91",73.57M,-1.41%,Germany
"May 20, 2020","11,223.71","11,029.33","11,246.91","10,978.57",98.83M,1.34%,Germany
"May 19, 2020","11,075.29","11,200.92","11,201.18","10,936.07",125.54M,0.15%,Germany
"May 18, 2020","11,058.87","10,683.86","11,089.50","10,677.52",118.98M,5.67%,Germany
"May 15, 2020","10,465.17","10,470.85","10,547.19","10,382.54",116.08M,1.24%,Germany
"May 14, 2020","10,337.02","10,418.04","10,474.08","10,160.89",133.62M,-1.95%,Germany
"May 13, 2020","10,542.66","10,669.99","10,698.13","10,530.32",108.74M,-2.56%,Germany
"May 12, 2020","10,819.50","10,777.74","10,886.01","10,772.58",88.86M,-0.05%,Germany
"May 11, 2020","10,824.99","10,948.24","10,986.22","10,740.82",88.08M,-0.73%,Germany
"May 08, 2020","10,904.48","10,882.44","10,918.32","10,819.07",81.80M,1.35%,Germany
"May 07, 2020","10,759.27","10,640.77","10,761.86","10,617.23",102.15M,1.44%,Germany
"May 06, 2020","10,606.20","10,716.51","10,773.86","10,598.90",94.91M,-1.15%,Germany
"May 05, 2020","10,729.46","10,627.07","10,736.95","10,518.94",103.77M,2.51%,Germany
"May 04, 2020","10,466.80","10,543.36","10,578.43","10,426.06",140.43M,-3.64%,Germany
"Apr 30, 2020","10,861.64","11,195.21","11,235.57","10,839.30",162.73M,-2.22%,Germany
"Apr 29, 2020","11,107.74","10,812.74","11,125.35","10,789.52",145.35M,2.89%,Germany
"Apr 28, 2020","10,795.63","10,658.47","10,897.82","10,651.58",146.55M,1.27%,Germany
"Apr 27, 2020","10,659.99","10,551.07","10,660.36","10,523.10",122.48M,3.13%,Germany
"Apr 24, 2020","10,336.09","10,299.31","10,486.47","10,299.31",120.04M,-1.69%,Germany
"Apr 23, 2020","10,513.79","10,437.38","10,608.39","10,325.11",97.91M,0.95%,Germany
"Apr 22, 2020","10,415.03","10,370.25","10,425.02","10,321.20",92.39M,1.61%,Germany
"Apr 21, 2020","10,249.85","10,519.44","10,524.73","10,249.85",121.19M,-3.99%,Germany
"Apr 20, 2020","10,675.90","10,704.35","10,707.31","10,444.55",103.61M,0.47%,Germany
"Apr 17, 2020","10,625.78","10,607.35","10,756.78","10,542.71",143.34M,3.15%,Germany
"Apr 16, 2020","10,301.54","10,420.26","10,438.37","10,236.24",106.13M,0.21%,Germany
"Apr 15, 2020","10,279.76","10,678.19","10,678.19","10,243.11",133.09M,-3.90%,Germany
"Apr 14, 2020","10,696.56","10,733.97","10,820.17","10,658.96",106.04M,1.25%,Germany
"Apr 09, 2020","10,564.74","10,490.65","10,649.79","10,311.70",134.48M,2.24%,Germany
"Apr 08, 2020","10,332.89","10,301.56","10,340.79","10,198.22",102.43M,-0.23%,Germany
"Apr 07, 2020","10,356.70","10,464.11","10,590.41","10,225.02",149.51M,2.79%,Germany
"Apr 06, 2020","10,075.17","9,889.03","10,097.31","9,841.49",126.69M,5.77%,Germany
"Apr 03, 2020","9,525.77","9,535.27","9,626.72","9,470.20",116.25M,-0.47%,Germany
"Apr 02, 2020","9,570.82","9,587.45","9,650.27","9,337.02",144.23M,0.27%,Germany
"Apr 01, 2020","9,544.75","9,610.67","9,686.46","9,498.05",132.86M,-3.94%,Germany
"Mar 31, 2020","9,935.84","9,970.79","10,096.42","9,703.88",151.51M,1.22%,Germany
"Mar 30, 2020","9,815.97","9,725.88","9,817.51","9,453.79",131.12M,1.90%,Germany
"Mar 27, 2020","9,632.52","9,793.50","9,886.18","9,541.83",156.14M,-3.68%,Germany
"Mar 26, 2020","10,000.96","9,621.24","10,000.96","9,526.17",160.45M,1.28%,Germany
"Mar 25, 2020","9,874.26","9,987.37","10,137.62","9,460.91",204.69M,1.79%,Germany
"Mar 24, 2020","9,700.57","9,242.06","9,700.57","9,102.17",203.84M,10.98%,Germany
"Mar 23, 2020","8,741.15","8,536.33","9,071.14","8,480.28",197.21M,-2.10%,Germany
"Mar 20, 2020","8,928.95","9,080.49","9,201.07","8,838.30",286.47M,3.70%,Germany
"Mar 19, 2020","8,610.43","8,495.94","8,668.48","8,257.53",205.54M,2.00%,Germany
"Mar 18, 2020","8,441.71","8,613.35","8,670.41","8,400.18",207.56M,-5.56%,Germany
"Mar 17, 2020","8,939.10","9,141.17","9,145.93","8,423.56",220.09M,2.25%,Germany
"Mar 16, 2020","8,742.25","8,728.48","8,967.11","8,255.65",302.20M,-5.31%,Germany
"Mar 13, 2020","9,232.08","9,480.78","9,985.74","9,064.68",325.90M,0.77%,Germany
"Mar 12, 2020","9,161.13","9,863.99","9,932.56","9,139.12",390.48M,-12.24%,Germany
"Mar 11, 2020","10,438.68","10,601.85","10,761.43","10,390.51",216.71M,-0.35%,Germany
"Mar 10, 2020","10,475.49","10,724.98","11,032.29","10,423.90",267.40M,-1.41%,Germany
